"Title","Artist","ConstituentID","Date","Medium","Classification","Dim_cm2","Style"
"Untitled (Butterfly)","Mark Grotjahn","28098",2003,"Colored pencil on paper","Drawing",7452.36,"Arte Contemporáneo"
"ŒSerie: 1 Man=1 Man (Perpetual Obsession)","Thomas Hirschhorn","8276",2001,"Cut-and-pasted printed paper with felt-tip pen and ballpoint pen on paper wrapped in synthetic polymer sheet","Drawing",14988.5,"Arte Contemporáneo"
"Mullerpile","Dave Muller","28099",2004,"Watercolor and synthetic polymer paint on four sheets of paper","Drawing",46451.52,"Arte Contemporáneo"
"Busch","Neo Rauch","27431",2001,"Oil on paper","Drawing",39243.61,"Arte Contemporáneo"
"Grove Group 1-5","Brice Marden","3758",1972,"Pencil and beeswax on paper","Drawing",4259.58,"Pop Art"
"casualties and hypocrites","Marcel Dzama","27712",2004,"One from a portfolio of five screenprints with watercolor additions","Print",2911.16,"Arte Contemporáneo"
"the movement","Marcel Dzama","27712",2004,"One from a portfolio of five screenprints with watercolor additions","Print",2904.1,"Arte Contemporáneo"
"scheme of the circles of battle","Marcel Dzama","27712",2004,"One from a portfolio of five screenprints with watercolor additions","Print",2883.06,"Arte Contemporáneo"
"the avant-guard army","Marcel Dzama","27712",2004,"One from a portfolio of five screenprints with watercolor additions","Print",2930.88,"Arte Contemporáneo"
"citizens of regimentation","Marcel Dzama","27712",2004,"One from a portfolio of five screenprints with watercolor additions","Print",2904.1,"Arte Contemporáneo"
"Untitled (Man with Light)","Johannes Kahrs","28119",2004,"Charcoal and pastel on paper","Drawing",22987,"Arte Contemporáneo"
"Untitled (large colored butterfly white background 9 wings)","Mark Grotjahn","28098",2004,"Colored pencil on paper","Drawing",22185.77,"Arte Contemporáneo"
"Rescue Archaeology - A Project for the Museum of Modern Art","Mark Dion","27427",2000,"Colored pencil and pencil on cardstock","Drawing",993.24,"Arte Contemporáneo"
"Scheme of the Field of Investigation. 1986-2003","Mark Dion","27427",2003,"Colored pencil, felt-tip pen, and pencil on cardstock","Drawing",1481.76,"Arte Contemporáneo"
"Scheme of the Field Investigation 1986-2003: The Representation of Nature","Mark Dion","27427",2003,"Colored pencil and pencil on cardstock","Drawing",1064.26,"Arte Contemporáneo"
"Map I (Old Map)","Thomas Scheibitz","26103",2003,"Oil, pigment marker, spray paint, and pencil on canvas","Painting",130909.32,"Arte Contemporáneo"
"Portfolio Cover from Misticheskie obrazy voiny. 14 litografii (Mystical Images of War: Fourteen Lithographs)","Natalia Goncharova","2229",1914,"Line block cover from a portfolio of fourteen lithographs","Print",946.05,"Cubismo"
"I Still Use Brushes","Arman","220",1969,"Brushes embedded in plastic, in acrylic box","Painting",41290.24,"Pop Art"
"Figures de hazard sur papier dechiré","Jean (Hans) Arp","11",1953,"Oil on paper","Drawing",1026.72,"Expresionismo Abstracto"
"Expansion in Four Directions","Max Bill","559",1961,"Synthetic polymer paint on canvas","Painting",34856.89,"Pop Art"
"Portrait of Igor Stravinsky","Albert Gleizes","2191",1914,"Oil on canvas","Painting",14801.85,"Cubismo"
"The Hekatompedon Pattern","Alfred Jensen","2906",1966,"Oil and felt-tip pen on paper","Drawing",4141.28,"Pop Art"
"Maquette for the Facade Mosaic of the Church of our Lady of All Grace, Assy","Fernand Léger","6624",1946,"Watercolor and ink on paper","Drawing",4176.64,"Expresionismo Abstracto"
"Sequence of 9 Chance and Order Drawings","Kenneth Martin","3793",1974,"Ink on graph paper","Drawing",847.28,"Pop Art"
"Meditation of the Painter","André Masson","3821",1943,"Oil on canvas","Painting",13421.36,"Expresionismo Abstracto"
"Untitled (Drawing-Collage)","Joan Miró","4016",1933,"Charcoal and cut-and-pasted painted paper and cut-and-pasted hand-colored gelatin silver print on paper","Drawing",3003.55,"Surrealismo"
"Head of a Man (Tête d'homme)","Pablo Picasso","4609",1913,"Oil, gouache, varnish, ink, gesso, charcoal, and pencil on paper","Drawing",2858.24,"Cubismo"
"He Did What He Wanted","Yves Tanguy","5804",1927,"Oil on canvas","Painting",5145.12,"Surrealismo"
"Gouache #16","Wols (A. O. Wolfgang Schulze)","6432",1940,"Watercolor and ink on paper","Drawing",630.72,"Expresionismo Abstracto"
"The same but different","Paul Edmunds","28185",2000,"Linoleum cut","Print",17408.76,"Arte Contemporáneo"
"For Thirty Years Next to His Heart","Sue Williamson","28222",1990,"Forty-nine photocopies in artist-designed frames","Print",47846.64,"Postmodernismo"
"Transall","Christiane Baumgartner","28195",2002,"Woodcut","Print",67381.5,"Arte Contemporáneo"
"Making Democracy Work","Sandile Goje","28196",1996,"Linoleum cut","Print",2829.4,"Postmodernismo"
"Meeting of Two Cultures","Sandile Goje","28196",1993,"Linoleum cut","Print",2997.44,"Postmodernismo"
"Green Man Salon","Norman Catherine","28197",1990,"Screenprint","Print",9720,"Postmodernismo"
"Night Patrol, New York","Robert Hodgins","28198",2004,"Lithograph","Print",4387.24,"Arte Contemporáneo"
"Moon Bride and Sun Bridegroom","Dan Rakgoathe","28202",1973,"Linoleum cut","Print",3775.2,"Pop Art"
"You will indeed be clever to come through fire with water","Nomathemba Tana","28216",2000,"Linoleum cut","Print",7078.7,"Arte Contemporáneo"
"Amanzi Amthatha from Makana Remembered by various artists","Nomathemba Tana","28216",2001,"Linoleum cut from a portfolio of twenty prints of various mediums","Print",2960.72,"Arte Contemporáneo"
"First Conversion","Robert Ryman","5098",2003,"Linoleum cut","Print",1176.49,"Arte Contemporáneo"
"Fabricated Cultural Belief Systems","Ryan McGinness","25412",2004,"Twenty from a series of 100 screenprints","Print",6837.68,"Arte Contemporáneo"
"The Three Sisters and The Critic","Claudette Schreuders","28218",2002,"Lithograph with chine collé?","Print",1564,"Arte Contemporáneo"
"The Day Before","Zwelethu Mthethwa","27203",2000,"Screenprint","Print",6996.99,"Arte Contemporáneo"
"Being Cozy","Zwelethu Mthethwa","27203",2000,"Screenprint","Print",6996.99,"Arte Contemporáneo"
"Nadir 13","Jo Ractliffe","28223",1988,"One from a series of sixteen photolithograph and screenprints","Print",6874.56,"Postmodernismo"
"Map of an Englishman","Grayson Perry","28224",2004,"Etching","Print",16815,"Arte Contemporáneo"
"Worldwide trash (thanks for nothing Hegel)","Paul Chan","26867",2004,"Digital print","Print",24987.3,"Arte Contemporáneo"
"Fishing Steamer (Fischdampfer)","Emil Nolde","4327",1910,"Woodcut","Print",1629,"Cubismo"
"Jazz II","Romare Bearden","412",1980,"Screenprint","Print",8294.98,"Postmodernismo"
"Steamer (large, dark) (Dampfer [gr. dkl.])","Emil Nolde","4327",1910,"Etching and tonal etching","Print",2809.99,"Cubismo"
"Intensive Care, Low Flying, Prototype, Psychoanalysed, Warlords and Witch Hunt from an untitled portfolio","Norman Catherine","28197",1988,"Series of six drypoints with watercolor additions","Print",3300,"Postmodernismo"
"Return I","Brice Marden","3758",1964,"Oil on canvas","Painting",22125.84,"Pop Art"
"Couplet IV","Brice Marden","3758",1988,"Oil on linen","Painting",41803.32,"Postmodernismo"
"Lethykos (for Tonto)","Brice Marden","3758",1976,"Oil and beeswax on canvas, four panels","Painting",39030.86,"Pop Art"
"The Propitious Garden of Plane Image, Third Version","Brice Marden","3758",2000,"Oil on linen, six panels","Painting",133791.35,"Arte Contemporáneo"
"Green Spots","Tomma Abts","28538",1996,"Gouache on paper","Drawing",625.8,"Postmodernismo"
"Untitled (#17)","Tomma Abts","28538",2004,"Pencil and colored pencil on paper","Drawing",4952.58,"Arte Contemporáneo"
"Theme Song","Vito Acconci","53",1973,"Cut-and-pasted gelatin silver prints with felt-tip pen and colored pencil on paper","Drawing",698.45,"Pop Art"
"TEW No. 30, The Next Sixth Month","Franz Ackermann","22669",1999,"Pencil, crayon, gouache, and felt-tip pen on paper","Drawing",4259.58,"Postmodernismo"
"Untitled (Mental Map: Peak Season)","Franz Ackermann","22669",2003,"Pencil, synthetic polymer paint, ink, and felt-tip pen on paper","Drawing",7010.97,"Arte Contemporáneo"
"Mental Map: St. Gallen Projection","Franz Ackermann","22669",2004,"Synthetic polymer paint and pencil on paper","Drawing",242.57,"Arte Contemporáneo"
"Mass Movement Moonshine","Scoli Acosta","28539",2004,"Synthetic polymer paint and pencil on notebook paper","Drawing",622.12,"Arte Contemporáneo"
"Sundriver","Scoli Acosta","28539",2004,"Synthetic polymer paint and pencil on notebook paper","Drawing",619.5,"Arte Contemporáneo"
"Untitled No. 3","Lucas Ajemian","28540",2003,"Ink and paint pen on magazine pages on paperboard","Drawing",6634.08,"Arte Contemporáneo"
"Untitled No. 9","Lucas Ajemian","28540",2003,"Ink and paint pen on magazine pages on paperboard","Drawing",5782.28,"Arte Contemporáneo"
"La Malinche","Francis Alÿs","8383",1997,"Oil on gelatin silver print","Drawing",409.2,"Postmodernismo"
"Untitled (Boy with Jug)","Francis Alÿs","8383",2000,"Oil and pencil on cut-and-taped transparentized paper","Drawing",610,"Arte Contemporáneo"
"Untitled (Man at Table)","Francis Alÿs","8383",1999,"Oil and pencil on cut-and-taped transparentized paper","Drawing",581.66,"Postmodernismo"
"Untitled (Man Looking at His Hands)","Francis Alÿs","8383",2002,"Oil, pencil, and pressure-sensitive tape on two pieces of transparentized paper
","Drawing",558,"Arte Contemporáneo"
"Untitled (Booth Study)","Ricci Albenda","28542",2001,"Felt-tip pen on paper","Drawing",602.64,"Arte Contemporáneo"
"Study for 'Panoramic Portal to Another Dimension'","Ricci Albenda","28542",2004,"Pastel on paper","Drawing",29902.2,"Arte Contemporáneo"
"Stigmata aus Großmannssucht","Kai Althoff","26178",1999,"a: Pencil on paper; b: Ink on paper; c: Ink and pencil on paper on colored paper; d: Ink and felt-tip pen on paper; e: Felt-tip pen and watercolor on paper; f: Watercolor and felt-tip pen on paper; g: Watercolor on paper; h: Pencil, colored pencil, watercolor, gouache, and felt-tip pen on paper on paper; i: Felt-tip pen, watercolor, and pencil on paper; j: Felt-tip pen and watercolor on paper; k: Pencil and felt-tip pen on paper; l: Ink, watercolor, and paint pen on black paper; m: Ink and watercolor on paper

","Drawing",861.4,"Postmodernismo"
"Untitled (33)","Kai Althoff","26178",1999,"Watercolor and ink on paper on paper","Drawing",612.14,"Postmodernismo"
"Untitled (28)","Kai Althoff","26178",2000,"Watercolor on paper on paper","Drawing",484.1,"Arte Contemporáneo"
"Parnassus","D-L Alvarez","27243",2003,"Pencil on two pieces of paper","Drawing",2662.52,"Arte Contemporáneo"
"Sunday Arcana","D-L Alvarez","27243",2003,"Pencil on paper","Drawing",3159.76,"Arte Contemporáneo"
"Pocket Drawing - Sept. 24, 2002","William Anastasi","155",2002,"Pencil on paper","Drawing",4141.28,"Arte Contemporáneo"
"Imperial II (Study)","Hurvin Anderson","28543",2003,"Synthetic polymer paint on paper","Drawing",1475.1,"Arte Contemporáneo"
"Maracas IV (Study)","Hurvin Anderson","28543",2003,"Synthetic polymer paint on paper","Drawing",1475.1,"Arte Contemporáneo"
"Imperial IV","Hurvin Anderson","28543",2004,"Synthetic polymer paint on paper","Drawing",1751.98,"Arte Contemporáneo"
"Welcome III","Hurvin Anderson","28543",2004,"Synthetic polymer paint and pencil on paper","Drawing",1185.52,"Arte Contemporáneo"
"Northern Range I","Hurvin Anderson","28543",2004,"Synthetic polymer paint on paper","Drawing",1441.37,"Arte Contemporáneo"
"Northern Range II","Hurvin Anderson","28543",2004,"Synthetic polymer paint on paper","Drawing",1751.98,"Arte Contemporáneo"
"Northern Range III","Hurvin Anderson","28543",2004,"Synthetic polymer paint on paper","Drawing",1528.62,"Arte Contemporáneo"
"Cruel Hoax","Reed Anderson","28544",2003,"Synthetic polymer paint and cut-and-pasted paper on paper
","Drawing",45582.84,"Arte Contemporáneo"
"words men word court proofs years hair men cell","Carl Andre","174",1962,"Typed carbon paper transfer on paper","Drawing",602.64,"Pop Art"
"Stillanovel Trial No. 1","Carl Andre","174",1972,"Typewriting on paper","Drawing",602.64,"Pop Art"
"Stillanovel Trial No. 8","Carl Andre","174",1972,"Typewriting on paper","Drawing",602.64,"Pop Art"
"La mia ombra verso l'infinito della cima dello Stromboli durante l'alba del 16/8/65 [Study F] (My Shadow Facing the Infinity of Stromboli At Sunrise 08/16/65 [Study F])","Giovanni Anselmo","8211",1965,"Pencil on printed paper
","Drawing",10614.66,"Pop Art"
"Untitled (#7)","Siegfried Anzinger","28545",2003,"Watercolor, gouache, and pencil on paper","Drawing",1221.8,"Arte Contemporáneo"
"Untitled (#8)","Siegfried Anzinger","28545",2003,"Watercolor, colored pencil, and felt-tip pen on paper","Drawing",1221.8,"Arte Contemporáneo"
"Bodhisattva","Ryoko Aoki","28546",2004,"Ink on two pieces of paper","Drawing",643.68,"Arte Contemporáneo"
"Double Flower","Ryoko Aoki","28546",2004,"Ink, felt-tip pen, colored ink, watercolor, pencil, and felt-tip pen on paper","Drawing",1923.55,"Arte Contemporáneo"
"Dry Food","Ryoko Aoki","28546",2004,"Ink and pencil on two pieces of paper","Drawing",625.8,"Arte Contemporáneo"
"Figure Skaters","Ryoko Aoki","28546",2004,"Cut-and-pasted printed paper, colored pencil, pencil, and cut-and-pasted metallic foil on three pieces of paper
","Drawing",625.8,"Arte Contemporáneo"
"From the Tip of the Head","Ryoko Aoki","28546",2004,"Colored ink, felt-tip pen, and metallic paint with cut-and-pasted paper on paper
","Drawing",1230.74,"Arte Contemporáneo"
"Futon (C)","Ryoko Aoki","28546",2004,"Ink and cut-and-pasted painted paper with glitter on paper","Drawing",533.4,"Arte Contemporáneo"
"Futon (L)","Ryoko Aoki","28546",2004,"Ink and colored ink on paper","Drawing",1907.74,"Arte Contemporáneo"
"Harry Potter","Ryoko Aoki","28546",2004,"Ink, colored ink, and felt-tip pen on paper","Drawing",872.96,"Arte Contemporáneo"
"Pattern - Animal","Ryoko Aoki","28546",2004,"Ballpoint pen on five pieces of paper
","Drawing",894.08,"Arte Contemporáneo"
"Remnant Face 1","Ryoko Aoki","28546",2004,"Cut-and-pasted colored paper and cut-and-pasted metallic foil on paper
","Drawing",625.8,"Arte Contemporáneo"
"Remnant Face 2","Ryoko Aoki","28546",2004,"Cut-and-pasted colored paper and cut-and-pasted metallic foil on paper
","Drawing",625.8,"Arte Contemporáneo"
"White Chrysanthemum","Ryoko Aoki","28546",2004,"Pencil on paper
","Drawing",1168.79,"Arte Contemporáneo"
"Stolen Kisses","Polly Apfelbaum","8328",2002,"Cut-and-pasted dyed velvet on pillowcase
","Drawing",1174.12,"Arte Contemporáneo"
"Houses and Timbers I","Kevin Appel","8203",2003,"Cut-and-pasted printed paper, cut-and-pasted paper, wood veneer, gouache, and pencil on paper
","Drawing",1491.64,"Arte Contemporáneo"
"Study #2 for ""Untitled (Scoop)""","Philip Argent","28547",2002,"Colored pencil, pencil, and ballpoint pen on paper","Drawing",993.24,"Arte Contemporáneo"
"Study #4 for ""Untitled (Scoop)""","Philip Argent","28547",2002,"Colored pencil, pencil, and ballpoint pen on paper","Drawing",993.24,"Arte Contemporáneo"
"Haltestelle I","Richard Artschwager","19",2001,"Charcoal and pastel on paper","Drawing",4707.04,"Arte Contemporáneo"
"Stretch","Eve Aschheim","27144",1998,"Gesso, crayon, and pencil on synthetic polymer sheet","Drawing",698.45,"Postmodernismo"
"Transverse","Eve Aschheim","27144",1998,"Gesso, crayon, and pencil on synthetic polymer sheet","Drawing",698.45,"Postmodernismo"
"Metaphor","Eve Aschheim","27144",1999,"Gesso, crayon, and pencil on synthetic polymer sheet","Drawing",698.45,"Postmodernismo"
"Erzählung am Boden Nr. 237","Martin Assig","28549",2000,"Encaustic, cut painted paper with pencil, and cut colored paper on printed paper
","Drawing",340.2,"Arte Contemporáneo"
"Erzählung am Boden Nr. 259","Martin Assig","28549",2000,"Encaustic, cut painted paper, and cut paper on printed paper
","Drawing",730.85,"Arte Contemporáneo"
"Erzählung am Boden Nr. 277","Martin Assig","28549",2001,"Encaustic, cut paper with pencil, cut colored paper, and oil on paper","Drawing",300.3,"Arte Contemporáneo"
"Erzählung am Boden Nr. 284","Martin Assig","28549",2003,"Encaustic and cut painted paper with pencil on paper","Drawing",231.11,"Arte Contemporáneo"
"Erzählung am Boden Nr. 260","Martin Assig","28549",2003,"Encaustic, cut painted paper with pencil, and cut colored paper on painted paper
","Drawing",299.44,"Arte Contemporáneo"
"By Cleland, T.M. (1930(?)) ""West Vaco - Inspirations for Printers"" No. 26","assume vivid astro focus","28550",2002,"Ink on synthetic polymer sheet","Drawing",682.42,"Arte Contemporáneo"
"Untitled (Dahlia, Pansy, Iris, Primla, Housewort)","assume vivid astro focus","28550",2002,"Ink on synthetic polymer sheet","Drawing",993.24,"Arte Contemporáneo"
"Baby","assume vivid astro focus","28550",2003,"Ink on synthetic polymer sheet","Drawing",993.24,"Arte Contemporáneo"
"Wilza","assume vivid astro focus","28550",2003,"1. Printed synthetic polymer decal
2. Ink on synthetic polymer sheet","Drawing",638.91,"Arte Contemporáneo"
"Reclining Head of Julia","Frank Auerbach","240",2003,"Pencil on paper","Drawing",4392.96,"Arte Contemporáneo"
"Glass Slippers","Jo Baer","281",1960,"Gouache and pencil on paper (recto); Pencil on paper (verso)","Drawing",137.94,"Pop Art"
"Bootless Boots","Jo Baer","281",1960,"Gouache and pencil on paper (recto); Pencil on paper (verso)","Drawing",129.94,"Pop Art"
"Sex Symbol","Jo Baer","281",1961,"Gouache and pencil on paper","Drawing",126.99,"Pop Art"
"Machine","Monika Baer","28552",2004,"Colored pencil and cut-and-pasted printed paper on black paper","Drawing",1751.98,"Arte Contemporáneo"
"Junction Series: Landscape, Seascape, Bodybuilders (One Flexing for Admirer)","John Baldessari","304",2002,"Cut-and-taped printed paper with crayon and pencil on graph paper","Drawing",1961.28,"Arte Contemporáneo"
"Untitled (Parking Blocks)","Chris Ballantyne","28553",2003,"Synthetic polymer paint and pencil on paper","Drawing",1238.3,"Arte Contemporáneo"
"Untitled (Right Fence)","Chris Ballantyne","28553",2003,"Synthetic polymer paint, ink, and pencil on paper","Drawing",1238.3,"Arte Contemporáneo"
"Longevity","Joan Banach","28554",2002,"Oil on paper on painted wood
","Drawing",1681.76,"Arte Contemporáneo"
"Rust","Joan Banach","28554",2002,"Oil on paper on painted wood
","Drawing",1681.76,"Arte Contemporáneo"
"Saturn","Joan Banach","28554",2002,"Oil on paper on painted wood
","Drawing",1681.76,"Arte Contemporáneo"
"Downhill","Joan Banach","28554",2003,"Colored ink and pencil on paper","Drawing",3067.05,"Arte Contemporáneo"
"Outskirts","Joan Banach","28554",2003,"Colored ink on paper","Drawing",3105.15,"Arte Contemporáneo"
"30 Pieces (Something which is very near in place and time, but not yet known to me)","Robert Barry","352",1969,"Typewriting on five pieces of paper","Drawing",602.64,"Pop Art"
"Silver Sides","Robert Barry","352",1966,"Colored pencil on colored paper 
","Drawing",945.45,"Pop Art"
"Untitled (Answer...Quiz)","Robert Barry","352",1969,"Transfer type and pencil on transparentized graph paper
","Drawing",611.28,"Pop Art"
"Untitled (It has been formulated...)","Robert Barry","352",1969,"Typewriting on paper","Drawing",700.3,"Pop Art"
"Untitled (Something which can never be any specific thing)","Robert Barry","352",1969,"Typewriting on paper","Drawing",155.04,"Pop Art"
"Untitled #37","Jennifer Bartlett","357",2002,"Gouache and pencil on paper","Drawing",1474.56,"Arte Contemporáneo"
"Idyll in Elysium from the series Elysian Fields","Hernan Bas","28556",2003,"Gouache, oil, watercolor, and pencil on paper","Drawing",705.16,"Arte Contemporáneo"
"The Love of the Exotic from the series On The Edge of Elysium","Hernan Bas","28556",2003,"Gouache, oil, watercolor, and pencil on paper","Drawing",709.28,"Arte Contemporáneo"
"The Ones That Got Away","Hernan Bas","28556",2003,"Gouache, oil, watercolor, and pencil on paper","Drawing",4358.64,"Arte Contemporáneo"
"Whores of Venice (Version 1)","Hernan Bas","28556",2003,"Gouache, oil, watercolor, and pencil on paper","Drawing",780.78,"Arte Contemporáneo"
"Whores of Venice (Version 2)","Hernan Bas","28556",2003,"Gouache, oil, watercolor, and pencil on paper","Drawing",780.78,"Arte Contemporáneo"
"Peitschenfrau","Georg Baselitz","366",1964,"Ink on paper","Drawing",3038.07,"Pop Art"
"Untitled (Saxon Motif)","Georg Baselitz","366",1975,"Charcoal, pencil, and colored ink on paper","Drawing",364.11,"Pop Art"
"Man with Special Hat","Michael Gerald Bauer","28558",2002,"Colored pencil on paper","Drawing",993.24,"Arte Contemporáneo"
"Sunset Shadows","Robert Bechtle","424",1984,"Charcoal and pastel on paper
","Drawing",2123.81,"Postmodernismo"
"Covered Car, Alameda","Robert Bechtle","424",1999,"Watercolor and pencil on paper","Drawing",904.24,"Postmodernismo"
"Potrero Intersection - De Haro and Southern Heights","Robert Bechtle","424",2003,"Charcoal and pastel on colored paper
","Drawing",3481.02,"Arte Contemporáneo"
"Untitled (""Young Children and Their Drawings"" by Joseph H. Dileo/""The Video Manual"" by David Cheshire)","Robert Beck","25577",1998,"Charcoal, synthetic polymer paint, typewriting, and pencil on paper","Drawing",698.45,"Postmodernismo"
"Untitled (""The House-Tree-Person Technique"" by John N. Buck / ""Acting Out"" Lawrence Abt & Stuart Weissman Editions)","Robert Beck","25577",2002,"Charcoal, synthetic polymer paint, typewriting, dirt, and pencil on paper","Drawing",1357.25,"Arte Contemporáneo"
"Untitled (I Wanna Live...)","Julie Becker","28560",2002,"Pencil, colored ink, felt-tip pen, and acrylic on black paper","Drawing",993.24,"Arte Contemporáneo"
"Untitled (Whole Series/Cats)","Julie Becker","28560",1999,"Colored ink, crayon, and pencil on paper","Drawing",1470.28,"Postmodernismo"
"Saint Lazarus","Matthew Benedict","28562",1997,"Gouache, synthetic polymer paint, and pencil on colored paper","Drawing",36826.68,"Postmodernismo"
"Dartmouth Suite #7","Jake Berthot","529",1995,"Ink and pencil on prepared paper","Drawing",4375.8,"Postmodernismo"
"Black Oak for Kristen","Jake Berthot","529",1998,"Charcoal and pencil on paper","Drawing",3052.74,"Postmodernismo"
"Head with Ray-Shaped Protrusions (Kopf mit strahlenförmigen Ausformungen)","Joseph Beuys","540",1971,"Pencil and stamped ink on paper","Drawing",643.68,"Pop Art"
"Fe","Joseph Beuys","540",1951,"Pencil on paper","Drawing",948.78,"Expresionismo Abstracto"
"Moose and Sun (Elch und Sonne)","Joseph Beuys","540",1952,"Pencil on two pieces of notebook paper on paperboard","Drawing",3634.48,"Expresionismo Abstracto"
"Skull (Schädel)","Joseph Beuys","540",1954,"Pencil on paper","Drawing",509.08,"Expresionismo Abstracto"
"Doll (Puppe)","Joseph Beuys","540",1960,"Pencil on two pieces of graph paper","Drawing",892.5,"Pop Art"
"Main Current (Hauptstrom)","Joseph Beuys","540",1967,"Pencil and stamped ink on paper","Drawing",643.68,"Pop Art"
"Main Current Past (Hauptstrom Vergangenheit)","Joseph Beuys","540",1973,"Ballpoint pen and stamped ink on notebook paper
","Drawing",306.6,"Pop Art"
"Forces (Kräfte)","Joseph Beuys","540",1973,"Pencil on two sheets of paper on board
","Drawing",6160.66,"Pop Art"
"Transformation of the Unconscious into Consciousness (Aufarbeitung des Unbewußten zu Bewußtem)","Joseph Beuys","540",1974,"Pencil on paper","Drawing",302.4,"Pop Art"
"Blood/Nerves (Blut/Nerven)","Joseph Beuys","540",1974,"Pencil on paper","Drawing",833.86,"Pop Art"
"Fat (Fett)","Joseph Beuys","540",1974,"Pencil on paper","Drawing",851.56,"Pop Art"
"Jupiter","Joseph Beuys","540",1974,"Pencil and stamped ink on paper
","Drawing",625.8,"Pop Art"
"Lycon Pictus Hunting Day","Joseph Beuys","540",1974,"Pencil on paper","Drawing",625.8,"Pop Art"
"Heat Covering (Wärmehülle)","Joseph Beuys","540",1974,"Pencil on paper","Drawing",579.6,"Pop Art"
"Creativity = Capital (Kreativität = Kapital)","Joseph Beuys","540",1977,"Oil and pencil on newspaper
","Drawing",1884.6,"Pop Art"
"Happy Holidays (Frohes Fest - Glockenstück)","Joseph Beuys","540",1984,"Pencil and stamped ink on wrapping paper
","Drawing",1865.15,"Postmodernismo"
"Untitled (Parrot)","Rebecca Bird","28564",2004,"Watercolor on paper
","Drawing",4066.92,"Arte Contemporáneo"
"Walking (But Missing Much)","Ginny Bishton","26169",2002,"Cut-and-pasted chromogenic color prints on paper","Drawing",5022,"Arte Contemporáneo"
"Lass' doch","Norbert Bisky","28565",2003,"Watercolor and pencil on paper
","Drawing",2342.21,"Arte Contemporáneo"
"Mitgehangen","Norbert Bisky","28565",2003,"Watercolor and pencil on paper
","Drawing",2342.21,"Arte Contemporáneo"
"Treffer","Norbert Bisky","28565",2003,"Watercolor and pencil on paper
","Drawing",2342.21,"Arte Contemporáneo"
"Vorturner","Norbert Bisky","28565",2003,"Watercolor and pencil on paper
","Drawing",2342.21,"Arte Contemporáneo"
"Überflieger","Norbert Bisky","28565",2003,"Watercolor and pencil on paper","Drawing",2342.21,"Arte Contemporáneo"
"auf dich kommt es an","Norbert Bisky","28565",2003,"Watercolor and pencil on paper
","Drawing",2342.21,"Arte Contemporáneo"
"Aufwärts","Norbert Bisky","28565",2003,"Watercolor and pencil on paper","Drawing",2342.21,"Arte Contemporáneo"
"Feuer","Norbert Bisky","28565",2003,"Watercolor and pencil on paper","Drawing",2342.21,"Arte Contemporáneo"
"Feuer marsch","Norbert Bisky","28565",2003,"Watercolor and pencil on paper","Drawing",2342.21,"Arte Contemporáneo"
"Kleiner Aufmarsch","Norbert Bisky","28565",2003,"Watercolor and pencil on paper","Drawing",2342.21,"Arte Contemporáneo"
"Morgenluft","Norbert Bisky","28565",2003,"Watercolor and pencil on paper","Drawing",2342.21,"Arte Contemporáneo"
"Spiel mit","Norbert Bisky","28565",2003,"Watercolor and pencil on paper","Drawing",2342.21,"Arte Contemporáneo"
"Volltreffer","Norbert Bisky","28565",2003,"Watercolor and pencil on paper","Drawing",2342.21,"Arte Contemporáneo"
"5th Avenue and Broadway Store","Pearl Blauvelt","28566",1940,"Colored pencil and pencil on paper
","Drawing",366.32,"Expresionismo Abstracto"
"A Big Ben Colt Revolver Double Barrel","Pearl Blauvelt","28566",1940,"Colored pencil and pencil on colored paper wrapper
","Drawing",266.7,"Expresionismo Abstracto"
"Fireworks, 4th July","Pearl Blauvelt","28566",1940,"Colored pencil and pencil on notebook paper
","Drawing",602.64,"Expresionismo Abstracto"
"Jewels and Lace","Pearl Blauvelt","28566",1940,"Colored pencil and pencil on notebook paper
","Drawing",602.64,"Expresionismo Abstracto"
"Store Shelves with Yeast Cakes","Pearl Blauvelt","28566",1940,"Colored pencil and pencil on notebook paper
","Drawing",576.72,"Expresionismo Abstracto"
"Three Dry Mops","Pearl Blauvelt","28566",1940,"Colored pencil and pencil on notebook paper
","Drawing",261.62,"Expresionismo Abstracto"
"Language Is Not Transparent","Mel Bochner","625",1969,"Stamped ink on graph paper
","Drawing",425.35,"Pop Art"
"Milan Number Block","Mel Bochner","625",1970,"Transfer type on paper","Drawing",1718.31,"Pop Art"
"Untitled (Invitation)","Alighiero Boetti","630",1966,"Fabric, plexiglass, cork, synthetic polymer tubing, fiber-cement board, metal, plywood, electric wire, and ballpoint pen on printed paper
","Drawing",520.8,"Pop Art"
"I sei sensi (The Six Senses)","Alighiero Boetti","630",1974,"Ballpoint pen on six pieces of paper","Drawing",42798.01,"Pop Art"
"Due mani e una matita, (UDIRE TRA LE PAROLE)","Alighiero Boetti","630",1977,"Cut-and-pasted painted board with cut-and-pasted gelatin silver print and pencil on paperboard","Drawing",7181.1,"Pop Art"
"Aerei (Airplanes)","Alighiero Boetti","630",1983,"Ballpoint pen on three sheets of printed paper on paper on canvas","Drawing",1134.48,"Postmodernismo"
"Dicembre 1983","Alighiero Boetti","630",1983,"Pencil on paper on canvas","Drawing",12623.8,"Postmodernismo"
