visitante_id,visitant_edat,visitant_visites,visitant_dies,visitant_hores,visitant_companyia,visitant_estudis,visitant_coneixement,visitant_quizz,visitant_interessos_autor,visitant_interessos_estils,ruta,ruta_quadres,ruta_temps,puntuacio_ruta
302,32,4,1,8,group,True,6,1,"['federico-de-madrazo', 'charles-burchfield']","['expressionisme', 'contemporani', 'barroc']",ruta5,"['Abstract_Minds', 'City_of_the_Future', 'Celestial_Explorations', 'Symphony_of_Lights', 'Digital_Rebirth', 'Identidad', 'Orión_en_invierno', 'La_zarina_Catalina_II', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,2
303,31,0,1,3,alone,False,5,3,"['joaquin-sorolla', 'fiodor-rokotov', 'winslow-homer']","['renaixement', 'romanticisme']",ruta4,"['Un_monaguillo_solfeando', 'Autorretrato', 'El_Gran_Capitán,_recorriendo_el_campo_de_la_batalla_de_Ceriñola', 'El_pintor_Carlos_Luis_de_Ribera', 'Francisco_Pacheco', 'La_Virgen_con_el_Niño', 'Un monaguillo solfeando', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'Identidad', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",337.12000000000006,3
304,61,0,2,4,couple,True,10,4,"['hieronymus-bosch', 'tiziano-vecellio', 'salvador-dali']",['barroc'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,1
305,52,0,5,6,family,False,3,6,"['salvador-dali', 'rosa-bonheur']",['renaixement'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,3
306,48,0,5,3,couple,True,5,1,['hieronymus-bosch'],"['expressionisme', 'surrealisme', 'modernisme']",ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,5
307,64,0,7,6,family,True,8,3,"['eugene-delacroix', 'edvard-munch', 'leonardo-da-vinci']","['contemporani', 'impressionisme']",ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,2
308,31,0,10,3,couple,False,8,2,['not-sure'],['barroc'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,0
308,31,1,6,1,alone,False,8,2,['not-sure'],['barroc'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,4
308,31,2,6,7,group,False,8,2,['not-sure'],['barroc'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,1
309,44,0,10,2,family,False,3,1,"['pieter-bruegel-el-vell', 'eugene-delacroix', 'peter-paul-rubens']","['impressionisme', 'realisme']",ruta1,"['The_Horse_Fair', 'Un_monaguillo_solfeando', 'Adoración_de_los_Reyes_Magos', 'La_Mona_Lisa', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'Identidad', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",351.68000000000006,5
309,44,1,4,8,alone,False,3,1,"['pieter-bruegel-el-vell', 'eugene-delacroix', 'peter-paul-rubens']","['impressionisme', 'realisme']",ruta1,"['The_Horse_Fair', 'Un_monaguillo_solfeando', 'Adoración_de_los_Reyes_Magos', 'La_Mona_Lisa', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'Identidad', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",351.68000000000006,3
309,44,2,1,7,couple,False,3,1,"['pieter-bruegel-el-vell', 'eugene-delacroix', 'peter-paul-rubens']","['impressionisme', 'realisme']",ruta1,"['The_Horse_Fair', 'Un_monaguillo_solfeando', 'Adoración_de_los_Reyes_Magos', 'La_Mona_Lisa', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'Identidad', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",351.68000000000006,1
310,46,0,6,7,family,True,9,6,"['joaquin-sorolla', 'ben-shahn', 'fillol-granell-antonio']","['expressionisme', 'barroc', 'impressionisme']",ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,4
311,32,0,2,4,family,False,1,4,"['salvador-dali', 'ignacio-pinazo-camarlench', 'charles-burchfield']",['surrealisme'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,4
312,59,0,1,3,family,True,9,6,"['hieronymus-bosch', 'johannes-vermeer', 'edvard-munch']",['romanticisme'],ruta4,"['Un_monaguillo_solfeando', 'Autorretrato', 'El_Gran_Capitán,_recorriendo_el_campo_de_la_batalla_de_Ceriñola', 'El_pintor_Carlos_Luis_de_Ribera', 'Francisco_Pacheco', 'La_Virgen_con_el_Niño', 'Un monaguillo solfeando', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'Identidad', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",337.12000000000006,2
313,84,0,7,5,alone,True,9,6,['johannes-vermeer'],['barroc'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,0
314,31,0,4,5,couple,True,9,4,"['edouard-manet', 'edvard-munch', 'hieronymus-bosch']",['surrealisme'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,4
315,55,0,4,2,family,False,6,0,"['not-sure', 'eugene-delacroix', 'edouard-manet']",['realisme'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,1
315,55,1,4,7,couple,False,6,0,"['not-sure', 'eugene-delacroix', 'edouard-manet']",['realisme'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,0
315,55,2,4,1,group,False,6,0,"['not-sure', 'eugene-delacroix', 'edouard-manet']",['realisme'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,3
315,55,3,7,3,family,False,6,0,"['not-sure', 'eugene-delacroix', 'edouard-manet']",['realisme'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,5
315,55,4,8,5,group,False,6,0,"['not-sure', 'eugene-delacroix', 'edouard-manet']",['realisme'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,3
